  , 	  , 	T1, 	T2, 	T3, 	T4, 	T5, 	T6, 	T7, 	T8, 	T9, 	T10, 	T11, 	T12, 	T13, 	T14, 	T15, 	T16, 	T17, 	T18, 	T19,  	T20,  	T21,  	T22,  	T23,  	T24  
K15, 	S80, 	0.825,	0.990,	0.759,	0.601,	0.481,	0.128,	0.198,	0.098,	0.188,	0.161,	0.156,	0.088,	0.281,	0.000,	0.103,	0.030,	0.000,	0.000,	0.003,	0.188,	0.519,	0.796,	0.877,	0.864, 
K15, 	S81, 	1.055,	0.821,	0.470,	0.505,	0.472,	0.247,	0.000,	0.000,	0.038,	0.228,	0.043,	0.282,	0.116,	0.045,	0.086,	0.535,	0.158,	0.000,	0.131,	0.241,	0.726,	0.647,	0.721,	0.773, 
K15, 	S82, 	0.914,	0.938,	0.637,	0.616,	0.330,	0.124,	0.166,	0.183,	0.205,	0.109,	0.080,	0.082,	0.154,	0.237,	0.101,	0.021,	0.214,	0.155,	0.269,	0.040,	0.490,	0.636,	0.882,	0.821, 
K15, 	S83, 	1.001,	0.949,	0.830,	0.675,	0.466,	0.130,	0.326,	0.000,	0.173,	0.000,	0.080,	0.212,	0.005,	0.159,	0.037,	0.028,	0.059,	0.060,	0.000,	0.041,	0.738,	0.889,	0.584,	0.885, 
K15, 	S84, 	0.814,	0.674,	0.631,	0.582,	0.471,	0.254,	0.107,	0.170,	0.000,	0.000,	0.074,	0.230,	0.135,	0.197,	0.131,	0.405,	0.066,	0.046,	0.107,	0.329,	0.395,	0.537,	0.721,	0.808, 
K15, 	S85, 	0.870,	0.910,	0.563,	0.503,	0.491,	0.430,	0.246,	0.226,	0.080,	0.185,	0.320,	0.225,	0.000,	0.292,	0.068,	0.000,	0.000,	0.079,	0.139,	0.203,	0.731,	0.657,	0.909,	0.888, 
K15, 	S86, 	0.825,	0.751,	0.699,	0.588,	0.231,	0.273,	0.220,	0.000,	0.242,	0.246,	0.180,	0.174,	0.338,	0.191,	0.218,	0.000,	0.002,	0.000,	0.040,	0.308,	0.345,	0.677,	0.599,	0.971, 
K15, 	S87, 	0.727,	0.843,	0.678,	0.627,	0.328,	0.395,	0.235,	0.168,	0.282,	0.000,	0.209,	0.057,	0.142,	0.264,	0.094,	0.000,	0.357,	0.000,	0.000,	0.532,	0.803,	0.422,	0.670,	0.979, 
K15, 	S88, 	0.936,	0.959,	0.799,	0.440,	0.507,	0.011,	0.160,	0.123,	0.066,	0.165,	0.069,	0.251,	0.239,	0.134,	0.076,	0.196,	0.184,	0.000,	0.061,	0.197,	0.311,	0.644,	0.732,	0.887, 
K15, 	S89, 	0.845,	0.785,	0.479,	0.600,	0.639,	0.424,	0.200,	0.000,	0.257,	0.040,	0.271,	0.054,	0.000,	0.221,	0.188,	0.000,	0.187,	0.000,	0.007,	0.348,	0.738,	0.707,	0.586,	0.966, 
K15, 	S90, 	0.616,	0.765,	0.455,	0.432,	0.509,	0.099,	0.206,	0.203,	0.055,	0.170,	0.069,	0.217,	0.000,	0.049,	0.131,	0.118,	0.191,	0.080,	0.047,	0.573,	0.690,	0.707,	0.500,	0.468, 
K15, 	S91, 	0.570,	0.611,	0.927,	0.689,	0.280,	0.129,	0.163,	0.215,	0.264,	0.015,	0.000,	0.152,	0.124,	0.000,	0.212,	0.000,	0.038,	0.000,	0.299,	0.409,	0.590,	0.952,	0.899,	0.766, 
K15, 	S92, 	0.730,	0.754,	0.475,	0.745,	0.655,	0.427,	0.221,	0.269,	0.054,	0.165,	0.080,	0.000,	0.117,	0.000,	0.000,	0.000,	0.000,	0.000,	0.111,	0.416,	0.571,	0.671,	0.952,	0.865, 
K15, 	S93, 	0.616,	0.674,	0.499,	0.499,	0.545,	0.401,	0.299,	0.139,	0.044,	0.197,	0.155,	0.000,	0.024,	0.185,	0.088,	0.106,	0.071,	0.081,	0.018,	0.288,	0.579,	0.535,	0.911,	0.779, 
K15, 	S94, 	0.657,	0.772,	0.755,	0.455,	0.322,	0.326,	0.001,	0.235,	0.213,	0.195,	0.163,	0.175,	0.251,	0.038,	0.000,	0.000,	0.223,	0.000,	0.057,	0.248,	0.566,	0.616,	0.615,	0.825, 
K15, 	S95, 	0.573,	0.794,	0.914,	0.672,	0.485,	0.552,	0.342,	0.174,	0.188,	0.165,	0.155,	0.234,	0.000,	0.000,	0.027,	0.488,	0.152,	0.139,	0.214,	0.248,	0.493,	0.777,	0.644,	0.774, 
K15, 	S96, 	0.613,	0.759,	0.530,	0.483,	0.323,	0.250,	0.223,	0.171,	0.085,	0.161,	0.079,	0.242,	0.254,	0.166,	0.039,	0.025,	0.359,	0.000,	0.000,	0.310,	0.469,	0.641,	0.718,	0.831, 
K15, 	S97, 	0.607,	0.843,	0.563,	0.614,	0.509,	0.010,	0.186,	0.095,	0.076,	0.113,	0.034,	0.214,	0.000,	0.040,	0.134,	0.000,	0.414,	0.092,	0.159,	0.196,	0.486,	0.792,	0.901,	0.406, 
K15, 	S98, 	0.788,	0.841,	0.747,	0.434,	0.503,	0.011,	0.089,	0.000,	0.044,	0.188,	0.043,	0.220,	0.026,	0.011,	0.094,	0.486,	0.157,	0.089,	0.157,	0.409,	0.473,	0.772,	0.768,	0.789, 
K15, 	S99, 	0.756,	0.211,	0.914,	0.503,	0.179,	0.119,	0.233,	0.182,	0.289,	0.234,	0.155,	0.331,	0.000,	0.187,	0.000,	0.000,	0.033,	0.082,	0.052,	0.296,	0.729,	0.535,	0.577,	0.912, 
K15, 	S100, 	0.609,	0.749,	0.731,	0.485,	0.294,	0.313,	0.259,	0.000,	0.140,	0.161,	0.396,	0.000,	0.242,	0.190,	0.049,	0.037,	0.195,	0.270,	0.261,	0.337,	0.494,	0.737,	0.902,	0.871, 


K16, 	S1, 	0.874,	0.811,	0.363,	0.511,	0.158,	0.096,	0.356,	0.268,	0.183,	0.019,	0.340,	0.237,	0.186,	0.114,	0.208,	0.000,	0.000,	0.139,	0.201,	0.250,	0.488,	0.616,	1.046,	0.869, 
K16, 	S2, 	0.961,	0.608,	0.836,	0.392,	0.306,	0.113,	0.172,	0.188,	0.165,	0.000,	0.240,	0.025,	0.000,	0.000,	0.000,	0.149,	0.004,	0.134,	0.412,	0.509,	0.659,	0.750,	0.742,	0.960, 
K16, 	S3, 	0.804,	0.838,	0.533,	0.467,	0.233,	0.215,	0.146,	0.337,	0.401,	0.044,	0.000,	0.257,	0.091,	0.004,	0.002,	0.016,	0.000,	0.000,	0.318,	0.484,	0.772,	0.633,	0.960,	0.960, 
K16, 	S4, 	0.728,	0.617,	0.449,	0.311,	0.395,	0.206,	0.000,	0.101,	0.114,	0.229,	0.172,	0.142,	0.267,	0.105,	0.050,	0.003,	0.121,	0.279,	0.281,	0.572,	0.482,	0.696,	0.769,	0.960, 
K16, 	S5, 	0.887,	0.607,	0.517,	0.356,	0.189,	0.137,	0.064,	0.353,	0.196,	0.023,	0.094,	0.234,	0.163,	0.034,	0.000,	0.005,	0.000,	0.129,	0.463,	0.422,	0.431,	0.709,	0.948,	0.960, 
K16, 	S6, 	0.817,	0.740,	0.479,	0.527,	0.099,	0.000,	0.000,	0.041,	0.110,	0.034,	0.094,	0.121,	0.075,	0.105,	0.112,	0.018,	0.000,	0.315,	0.450,	0.542,	0.619,	0.672,	0.266,	0.452, 
K16, 	S7, 	0.878,	0.737,	0.761,	0.356,	0.194,	0.103,	0.065,	0.184,	0.184,	0.094,	0.125,	0.124,	0.183,	0.154,	0.222,	0.000,	0.000,	0.119,	0.085,	0.505,	0.467,	0.593,	0.657,	0.862, 
K16, 	S8, 	0.959,	0.690,	0.702,	0.451,	0.375,	0.000,	0.000,	0.000,	0.006,	0.133,	0.000,	0.199,	0.184,	0.000,	0.185,	0.057,	0.000,	0.141,	0.321,	0.491,	0.620,	0.706,	0.763,	0.932, 
K16, 	S9, 	0.821,	0.625,	0.625,	0.745,	0.249,	0.260,	0.021,	0.259,	0.120,	0.016,	0.117,	0.205,	0.134,	0.129,	0.060,	0.000,	0.025,	0.000,	0.206,	0.471,	0.524,	0.691,	0.782,	0.989, 
K16, 	S10, 	0.751,	0.651,	0.724,	0.443,	0.306,	0.000,	0.016,	0.305,	0.000,	0.191,	0.120,	0.102,	0.000,	0.000,	0.221,	0.000,	0.078,	0.206,	0.398,	0.879,	0.605,	0.900,	0.301,	0.710, 
K16, 	S11, 	0.796,	0.586,	0.640,	0.265,	0.146,	0.034,	0.075,	0.030,	0.165,	0.105,	0.286,	0.242,	0.000,	0.013,	0.192,	0.219,	0.000,	0.240,	0.202,	0.456,	0.664,	0.894,	0.656,	0.730, 
K16, 	S12, 	0.446,	0.676,	0.587,	0.448,	0.365,	0.167,	0.210,	0.194,	0.108,	0.135,	0.000,	0.168,	0.106,	0.105,	0.000,	0.000,	0.070,	0.083,	0.403,	0.546,	0.618,	0.682,	0.967,	0.947, 
K16, 	S13, 	0.732,	0.554,	0.677,	0.117,	0.102,	0.227,	0.218,	0.386,	0.165,	0.009,	0.258,	0.225,	0.000,	0.000,	0.074,	0.053,	0.086,	0.126,	0.148,	0.485,	0.641,	0.728,	0.967,	0.869, 
K16, 	S14, 	0.793,	0.609,	0.654,	0.114,	0.094,	0.155,	0.000,	0.025,	0.062,	0.124,	0.340,	0.242,	0.166,	0.145,	0.000,	0.044,	0.123,	0.026,	0.319,	0.478,	0.689,	0.609,	0.696,	0.960, 
K16, 	S15, 	0.808,	0.804,	0.772,	0.145,	0.393,	0.151,	0.146,	0.041,	0.213,	0.141,	0.097,	0.095,	0.162,	0.089,	0.220,	0.057,	0.105,	0.008,	0.141,	0.499,	0.684,	0.774,	0.960,	0.752, 
K16, 	S16, 	0.773,	0.771,	0.497,	0.417,	0.172,	0.224,	0.213,	0.000,	0.000,	0.104,	0.003,	0.000,	0.166,	0.159,	0.072,	0.469,	0.274,	0.000,	0.455,	0.604,	0.549,	0.636,	0.745,	0.769, 
K16, 	S17, 	0.793,	0.847,	0.647,	0.611,	0.458,	0.153,	0.202,	0.304,	0.217,	0.179,	0.173,	0.242,	0.114,	0.097,	0.000,	0.035,	0.005,	0.050,	0.389,	0.611,	0.711,	0.893,	0.960,	0.777, 
K16, 	S18, 	0.788,	0.617,	0.488,	0.265,	0.336,	0.010,	0.065,	0.000,	0.127,	0.214,	0.229,	0.024,	0.251,	0.000,	0.185,	0.000,	0.049,	0.000,	0.203,	0.776,	0.624,	0.620,	0.934,	0.984, 
K16, 	S19, 	0.631,	0.452,	0.468,	0.353,	0.186,	0.208,	0.361,	0.332,	0.213,	0.241,	0.000,	0.000,	0.172,	0.000,	0.000,	0.000,	0.011,	0.275,	0.399,	0.860,	0.725,	0.623,	0.752,	0.960, 
K16, 	S20, 	0.495,	0.403,	0.773,	0.402,	0.321,	0.099,	0.095,	0.269,	0.201,	0.106,	0.284,	0.263,	0.154,	0.002,	0.000,	0.000,	0.000,	0.000,	0.209,	0.476,	0.607,	0.888,	0.739,	0.869, 
K16, 	S21, 	0.809,	0.641,	0.505,	0.305,	0.303,	0.235,	0.217,	0.273,	0.000,	0.129,	0.284,	0.247,	0.064,	0.150,	0.154,	0.027,	0.000,	0.231,	0.327,	0.257,	0.629,	0.781,	0.892,	0.737, 
K16, 	S22, 	0.806,	0.617,	0.534,	0.263,	0.448,	0.231,	0.015,	0.302,	0.000,	0.106,	0.261,	0.116,	0.043,	0.130,	0.071,	0.213,	0.006,	0.000,	0.084,	0.477,	0.816,	0.873,	0.760,	0.741, 
K16, 	S23, 	0.920,	0.935,	0.675,	0.414,	0.187,	0.260,	0.214,	0.000,	0.113,	0.158,	0.091,	0.124,	0.276,	0.129,	0.050,	0.163,	0.025,	0.000,	0.085,	0.467,	0.655,	0.679,	0.845,	0.869, 
K16, 	S24, 	0.712,	0.696,	0.546,	0.249,	0.341,	0.263,	0.298,	0.028,	0.073,	0.115,	0.000,	0.028,	0.064,	0.087,	0.176,	0.039,	0.044,	0.034,	0.148,	0.731,	0.733,	0.780,	0.968,	0.406, 
K16, 	S25, 	0.731,	0.606,	0.773,	0.660,	0.095,	0.355,	0.098,	0.000,	0.000,	0.015,	0.000,	0.117,	0.086,	0.105,	0.000,	0.016,	0.000,	0.201,	0.535,	0.601,	0.732,	0.581,	0.365,	0.934, 
K16, 	S26, 	0.716,	0.598,	0.408,	0.386,	0.271,	0.229,	0.238,	0.202,	0.222,	0.142,	0.166,	0.152,	0.178,	0.333,	0.006,	0.153,	0.106,	0.036,	0.398,	0.851,	0.584,	0.710,	0.760,	0.842, 
K16, 	S27, 	1.043,	0.792,	0.397,	0.365,	0.451,	0.210,	0.339,	0.065,	0.065,	0.204,	0.121,	0.000,	0.126,	0.000,	0.028,	0.170,	0.025,	0.053,	0.274,	0.706,	0.831,	0.898,	0.804,	0.960, 
K16, 	S28, 	0.884,	0.810,	0.426,	0.447,	0.443,	0.277,	0.000,	0.000,	0.147,	0.110,	0.000,	0.000,	0.273,	0.099,	0.009,	0.485,	0.400,	0.125,	0.277,	0.472,	0.952,	0.732,	0.768,	0.861, 
K16, 	S29, 	0.970,	0.610,	0.522,	0.698,	0.331,	0.362,	0.196,	0.293,	0.000,	0.065,	0.211,	0.105,	0.000,	0.000,	0.185,	0.186,	0.375,	0.000,	0.210,	0.405,	0.726,	0.945,	0.283,	0.825, 
K16, 	S30, 	0.806,	0.754,	0.407,	0.117,	0.328,	0.329,	0.336,	0.091,	0.119,	0.220,	0.085,	0.000,	0.000,	0.041,	0.000,	0.000,	0.402,	0.223,	0.228,	0.452,	0.602,	0.653,	0.783,	1.003, 
K16, 	S31, 	0.890,	0.979,	0.531,	0.627,	0.334,	0.167,	0.069,	0.254,	0.333,	0.100,	0.000,	0.060,	0.165,	0.264,	0.110,	0.194,	0.002,	0.098,	0.196,	0.397,	0.558,	0.628,	0.928,	0.972, 
K16, 	S32, 	0.671,	0.598,	0.559,	0.200,	0.330,	0.264,	0.213,	0.035,	0.095,	0.218,	0.335,	0.184,	0.000,	0.104,	0.020,	0.022,	0.000,	0.039,	0.208,	0.478,	0.658,	0.832,	0.756,	0.960, 
K16, 	S33, 	0.728,	0.598,	0.657,	0.431,	0.339,	0.169,	0.218,	0.198,	0.408,	0.003,	0.213,	0.232,	0.051,	0.041,	0.238,	0.011,	0.049,	0.275,	0.196,	0.253,	0.628,	0.896,	0.336,	0.498, 
K16, 	S34, 	0.248,	0.569,	0.407,	0.449,	0.398,	0.000,	0.115,	0.353,	0.133,	0.235,	0.000,	0.137,	0.252,	0.002,	0.000,	0.496,	0.411,	0.006,	0.334,	0.388,	0.604,	0.542,	1.060,	0.379, 
K16, 	S35, 	0.874,	0.700,	0.680,	0.207,	0.192,	0.161,	0.088,	0.128,	0.135,	0.221,	0.316,	0.042,	0.043,	0.040,	0.152,	0.000,	0.071,	0.051,	0.482,	0.571,	0.528,	0.900,	0.861,	0.732, 
K16, 	S36, 	0.732,	0.769,	0.577,	0.462,	0.421,	0.230,	0.214,	0.055,	0.307,	0.149,	0.000,	0.047,	0.165,	0.000,	0.049,	0.275,	0.080,	0.162,	0.204,	0.737,	0.576,	0.598,	0.964,	0.834, 
K16, 	S37, 	0.875,	0.789,	0.530,	0.462,	0.357,	0.033,	0.016,	0.046,	0.215,	0.220,	0.167,	0.031,	0.066,	0.000,	0.209,	0.052,	0.068,	0.158,	0.249,	0.666,	0.473,	0.672,	0.753,	0.855, 
K16, 	S38, 	0.720,	0.617,	0.528,	0.391,	0.344,	0.265,	0.097,	0.155,	0.213,	0.163,	0.134,	0.000,	0.000,	0.000,	0.208,	0.025,	0.070,	0.203,	0.408,	0.570,	0.793,	0.902,	0.760,	0.738, 
K16, 	S39, 	0.239,	0.756,	0.429,	0.196,	0.318,	0.162,	0.066,	0.217,	0.124,	0.231,	0.000,	0.057,	0.000,	0.009,	0.000,	0.000,	0.364,	0.163,	0.434,	0.604,	0.790,	0.598,	0.872,	0.965, 
K16, 	S40, 	0.797,	1.011,	0.524,	0.688,	0.346,	0.207,	0.140,	0.179,	0.248,	0.014,	0.285,	0.181,	0.069,	0.134,	0.042,	0.061,	0.056,	0.207,	0.165,	0.724,	0.653,	0.780,	0.303,	0.960, 
K16, 	S41, 	0.718,	0.598,	0.720,	0.409,	0.206,	0.249,	0.141,	0.032,	0.165,	0.213,	0.000,	0.034,	0.050,	0.000,	0.226,	0.000,	0.025,	0.148,	0.146,	0.677,	0.838,	0.808,	0.874,	0.841, 
K16, 	S42, 	0.718,	0.971,	0.667,	0.377,	0.327,	0.287,	0.257,	0.157,	0.214,	0.057,	0.107,	0.037,	0.166,	0.069,	0.046,	0.001,	0.072,	0.198,	0.273,	0.517,	0.671,	0.603,	0.773,	0.889, 
K16, 	S43, 	0.797,	0.689,	0.662,	0.333,	0.220,	0.000,	0.000,	0.302,	0.164,	0.215,	0.001,	0.166,	0.164,	0.000,	0.000,	0.054,	0.120,	0.031,	0.089,	0.632,	0.509,	0.721,	1.054,	0.981, 
K16, 	S44, 	1.020,	0.762,	0.695,	0.578,	0.256,	0.345,	0.093,	0.304,	0.401,	0.187,	0.000,	0.000,	0.285,	0.015,	0.000,	0.098,	0.015,	0.000,	0.324,	0.593,	0.656,	0.676,	0.960,	0.963, 
K16, 	S45, 	0.801,	0.632,	0.512,	0.114,	0.190,	0.157,	0.000,	0.000,	0.091,	0.015,	0.320,	0.270,	0.065,	0.230,	0.236,	0.039,	0.023,	0.072,	0.115,	0.337,	0.445,	0.811,	0.841,	0.913, 
K16, 	S46, 	0.932,	0.885,	0.655,	0.157,	0.332,	0.209,	0.168,	0.153,	0.140,	0.018,	0.085,	0.039,	0.181,	0.000,	0.030,	0.019,	0.146,	0.135,	0.330,	0.666,	0.863,	0.714,	0.960,	0.986, 
K16, 	S47, 	1.025,	0.792,	0.443,	0.374,	0.119,	0.201,	0.000,	0.268,	0.067,	0.221,	0.209,	0.044,	0.064,	0.000,	0.000,	0.000,	0.007,	0.273,	0.150,	0.578,	0.807,	0.823,	0.864,	0.836, 
K16, 	S48, 	0.556,	0.615,	0.588,	0.524,	0.168,	0.155,	0.013,	0.202,	0.130,	0.152,	0.000,	0.215,	0.199,	0.162,	0.185,	0.000,	0.121,	0.072,	0.292,	0.506,	0.513,	0.587,	0.780,	0.739, 
K16, 	S49, 	0.813,	0.681,	0.603,	0.337,	0.198,	0.150,	0.068,	0.199,	0.286,	0.018,	0.000,	0.161,	0.205,	0.040,	0.030,	0.084,	0.126,	0.130,	0.398,	0.458,	0.596,	0.780,	0.750,	0.942, 
K16, 	S50, 	0.881,	0.773,	0.522,	0.412,	0.098,	0.217,	0.168,	0.000,	0.162,	0.020,	0.000,	0.027,	0.080,	0.151,	0.185,	0.241,	0.110,	0.038,	0.330,	0.481,	0.429,	0.594,	0.290,	0.469, 
K16, 	S51, 	0.902,	0.792,	0.569,	0.439,	0.150,	0.235,	0.194,	0.311,	0.146,	0.177,	0.280,	0.256,	0.123,	0.030,	0.000,	0.001,	0.018,	0.089,	0.202,	0.420,	0.683,	0.916,	0.924,	0.977, 
K16, 	S52, 	0.702,	0.766,	0.387,	0.698,	0.197,	0.130,	0.022,	0.034,	0.397,	0.141,	0.000,	0.026,	0.124,	0.379,	0.000,	0.000,	0.097,	0.165,	0.303,	0.484,	0.790,	0.837,	0.276,	0.960, 
K16, 	S53, 	0.724,	0.539,	0.542,	0.342,	0.246,	0.039,	0.203,	0.041,	0.065,	0.095,	0.187,	0.127,	0.068,	0.134,	0.000,	0.209,	0.021,	0.090,	0.089,	0.257,	0.649,	0.655,	0.852,	0.790, 
K16, 	S54, 	0.791,	0.702,	0.406,	0.403,	0.330,	0.115,	0.117,	0.282,	0.086,	0.015,	0.209,	0.242,	0.046,	0.043,	0.020,	0.056,	0.370,	0.046,	0.463,	0.480,	0.730,	0.616,	0.301,	0.751, 
K16, 	S55, 	0.794,	0.954,	0.771,	0.203,	0.186,	0.132,	0.322,	0.294,	0.165,	0.134,	0.209,	0.119,	0.037,	0.105,	0.000,	0.002,	0.128,	0.256,	0.086,	0.846,	0.678,	0.767,	0.866,	0.812, 
K16, 	S56, 	0.958,	0.740,	0.539,	0.349,	0.193,	0.251,	0.211,	0.255,	0.391,	0.146,	0.082,	0.112,	0.281,	0.035,	0.000,	0.025,	0.035,	0.011,	0.170,	0.611,	0.656,	0.708,	0.892,	0.960, 
K16, 	S57, 	0.239,	0.824,	0.540,	0.446,	0.276,	0.041,	0.180,	0.359,	0.075,	0.094,	0.341,	0.222,	0.257,	0.000,	0.000,	0.000,	0.390,	0.070,	0.167,	0.415,	0.709,	0.603,	0.960,	0.900, 
K16, 	S58, 	0.242,	0.735,	0.635,	0.539,	0.093,	0.129,	0.031,	0.000,	0.060,	0.000,	0.338,	0.102,	0.186,	0.310,	0.237,	0.197,	0.377,	0.094,	0.394,	0.372,	0.504,	0.601,	0.339,	0.733, 
K16, 	S59, 	0.717,	0.776,	0.422,	0.451,	0.176,	0.247,	0.386,	0.030,	0.056,	0.141,	0.336,	0.151,	0.076,	0.040,	0.048,	0.015,	0.025,	0.210,	0.200,	0.240,	0.844,	0.986,	0.722,	0.541, 
K16, 	S60, 	0.717,	0.633,	0.484,	0.574,	0.099,	0.244,	0.063,	0.273,	0.213,	0.212,	0.151,	0.215,	0.258,	0.361,	0.000,	0.194,	0.000,	0.005,	0.206,	0.582,	0.527,	0.580,	0.969,	1.011, 
K16, 	S61, 	0.719,	0.777,	0.491,	0.161,	0.324,	0.000,	0.314,	0.292,	0.217,	0.011,	0.286,	0.245,	0.064,	0.048,	0.207,	0.025,	0.004,	0.231,	0.150,	0.483,	0.481,	0.850,	0.840,	0.826, 
K16, 	S62, 	0.387,	0.545,	0.668,	0.107,	0.088,	0.000,	0.214,	0.134,	0.311,	0.209,	0.284,	0.272,	0.000,	0.000,	0.071,	0.101,	0.000,	0.178,	0.122,	0.506,	0.487,	0.995,	0.817,	0.777, 
K16, 	S63, 	0.550,	0.540,	0.506,	0.263,	0.255,	0.230,	0.002,	0.206,	0.169,	0.220,	0.009,	0.237,	0.180,	0.036,	0.226,	0.017,	0.005,	0.074,	0.152,	0.840,	0.468,	0.667,	0.743,	0.745, 
K16, 	S64, 	0.730,	0.485,	0.625,	0.117,	0.240,	0.092,	0.211,	0.026,	0.113,	0.127,	0.003,	0.101,	0.084,	0.106,	0.000,	0.000,	0.106,	0.275,	0.333,	0.590,	0.709,	0.683,	0.767,	0.958, 
K16, 	S65, 	0.962,	0.781,	0.666,	0.332,	0.125,	0.000,	0.254,	0.262,	0.000,	0.000,	0.339,	0.265,	0.000,	0.015,	0.153,	0.017,	0.003,	0.216,	0.325,	0.264,	0.427,	0.902,	0.945,	0.733, 
K16, 	S66, 	0.870,	0.613,	0.765,	0.418,	0.191,	0.000,	0.000,	0.070,	0.410,	0.031,	0.115,	0.006,	0.119,	0.000,	0.029,	0.000,	0.000,	0.046,	0.278,	0.734,	0.928,	0.641,	0.309,	1.088, 
K16, 	S67, 	0.875,	0.773,	0.410,	0.683,	0.120,	0.222,	0.175,	0.324,	0.411,	0.122,	0.002,	0.220,	0.000,	0.034,	0.061,	0.168,	0.081,	0.252,	0.409,	0.239,	0.496,	0.645,	0.970,	0.960, 
K16, 	S68, 	0.974,	0.716,	0.553,	0.169,	0.433,	0.132,	0.075,	0.056,	0.368,	0.010,	0.147,	0.132,	0.256,	0.138,	0.025,	0.378,	0.190,	0.004,	0.455,	0.481,	0.505,	0.634,	0.749,	0.960, 
K16, 	S69, 	0.999,	0.893,	0.811,	0.685,	0.427,	0.100,	0.038,	0.033,	0.282,	0.000,	0.000,	0.146,	0.041,	0.089,	0.164,	0.000,	0.027,	0.144,	0.085,	0.434,	0.420,	0.870,	0.857,	0.960, 
K16, 	S70, 	0.804,	1.026,	0.682,	0.450,	0.325,	0.153,	0.000,	0.286,	0.105,	0.167,	0.112,	0.025,	0.160,	0.068,	0.032,	0.000,	0.000,	0.235,	0.344,	0.501,	0.950,	0.737,	0.760,	0.952, 
K16, 	S71, 	0.612,	0.783,	0.600,	0.709,	0.320,	0.276,	0.141,	0.236,	0.375,	0.214,	0.150,	0.031,	0.000,	0.104,	0.068,	0.000,	0.393,	0.299,	0.418,	0.653,	0.622,	0.762,	0.303,	0.960, 
K16, 	S72, 	0.776,	0.604,	0.541,	0.422,	0.332,	0.342,	0.189,	0.046,	0.044,	0.128,	0.000,	0.134,	0.046,	0.056,	0.000,	0.020,	0.000,	0.226,	0.279,	0.686,	0.865,	0.823,	0.960,	0.970, 
K16, 	S73, 	0.718,	0.706,	0.849,	0.728,	0.099,	0.227,	0.000,	0.293,	0.220,	0.000,	0.193,	0.273,	0.160,	0.103,	0.000,	0.476,	0.036,	0.248,	0.548,	0.436,	0.701,	0.839,	0.337,	0.857, 
K16, 	S74, 	0.927,	0.711,	0.520,	0.355,	0.192,	0.169,	0.047,	0.025,	0.164,	0.129,	0.214,	0.000,	0.000,	0.000,	0.046,	0.028,	0.088,	0.260,	0.123,	0.606,	0.472,	0.586,	0.754,	0.960, 
K16, 	S75, 	0.713,	0.679,	0.468,	0.407,	0.173,	0.081,	0.140,	0.188,	0.183,	0.035,	0.324,	0.241,	0.165,	0.129,	0.000,	0.115,	0.000,	0.074,	0.398,	0.704,	0.630,	0.641,	0.843,	0.985, 
K16, 	S76, 	0.228,	0.442,	0.532,	0.349,	0.152,	0.000,	0.000,	0.077,	0.065,	0.138,	0.324,	0.237,	0.165,	0.105,	0.072,	0.000,	0.047,	0.218,	0.399,	0.249,	0.621,	0.735,	0.745,	0.345, 
K16, 	S77, 	0.653,	0.792,	0.384,	0.540,	0.417,	0.000,	0.016,	0.000,	0.104,	0.155,	0.102,	0.098,	0.216,	0.159,	0.006,	0.094,	0.398,	0.028,	0.147,	0.550,	0.612,	0.556,	0.306,	0.806, 
K16, 	S78, 	0.651,	0.619,	0.465,	0.379,	0.104,	0.234,	0.000,	0.300,	0.373,	0.087,	0.122,	0.032,	0.000,	0.009,	0.033,	0.019,	0.000,	0.148,	0.500,	0.601,	0.756,	0.828,	0.768,	0.959, 
K16, 	S79, 	0.784,	0.617,	0.528,	0.400,	0.196,	0.206,	0.083,	0.301,	0.000,	0.218,	0.213,	0.245,	0.000,	0.097,	0.196,	0.178,	0.002,	0.000,	0.257,	0.483,	0.584,	0.988,	0.834,	0.727, 
K16, 	S80, 	0.797,	0.827,	0.416,	0.391,	0.307,	0.210,	0.007,	0.034,	0.065,	0.149,	0.210,	0.242,	0.162,	0.041,	0.051,	0.136,	0.003,	0.000,	0.083,	0.533,	0.512,	0.581,	0.706,	0.885, 
K16, 	S81, 	0.792,	0.422,	0.503,	0.540,	0.344,	0.365,	0.214,	0.055,	0.028,	0.141,	0.123,	0.160,	0.096,	0.041,	0.006,	0.426,	0.121,	0.132,	0.150,	0.250,	0.661,	0.701,	0.281,	0.882, 
K16, 	S82, 	0.811,	0.598,	0.718,	0.425,	0.099,	0.146,	0.329,	0.194,	0.165,	0.225,	0.284,	0.225,	0.058,	0.000,	0.000,	0.000,	0.121,	0.155,	0.154,	0.804,	0.812,	0.841,	0.308,	0.913, 
K16, 	S83, 	0.879,	0.792,	0.501,	0.360,	0.406,	0.107,	0.173,	0.245,	0.122,	0.084,	0.284,	0.202,	0.166,	0.118,	0.048,	0.153,	0.366,	0.202,	0.083,	0.859,	0.685,	0.597,	0.727,	1.040, 
K16, 	S84, 	0.233,	0.618,	0.518,	0.449,	0.434,	0.341,	0.132,	0.032,	0.050,	0.094,	0.000,	0.000,	0.114,	0.026,	0.051,	0.000,	0.019,	0.315,	0.277,	0.796,	0.603,	0.801,	0.804,	0.751, 
